Original,Scrambled
7920,156981
7921,101126
7922,63421
7923,21306
7924,57423
7925,150395
7926,95887
7927,283
7928,114495
7929,30466
7930,4379
7931,108303
7932,177043
7933,177848
7934,78684
7935,12847
7936,133785
7937,93601
7938,85816
7939,113624
7940,143384
7941,71263
7942,101443
7943,167758
7944,136147
7945,4490
7946,17817
7947,27349
7948,104484
7949,133907
7950,146648
7951,175802
7952,160861
7953,130022
7954,182468
7955,109144
7956,106656
7957,95682
7958,10941
7959,85065
7960,185087
7961,86349
7962,2658
7963,88450
7964,117505
7965,115508
7966,111383
7967,54562
7968,53826
7969,1972
7970,41437
7971,144103
7972,64429
7973,75310
7974,128279
7975,58334
7976,123986
7977,23160
7978,94554
7979,181465
7980,75419
7981,13421
7982,29672
7983,98256
7984,159023
7985,172806
7986,17238
7987,162466
7988,54243
7989,108700
7990,51855
7991,119233
7992,131745
7993,114594
7994,7750
7995,140112
7996,116946
7997,8938
7998,88739
7999,17479
8000,23218
8001,77362
8002,68703
8003,155408
8004,148662
8005,164598
8006,44151
8007,2576
8008,99954
8009,29804
8010,156256
8011,137122
8012,16086
8013,106306
8014,56105
8015,113123
8016,98661
8017,154990
8018,149020
8019,168273
8020,41797
8021,119240
8022,97811
8023,127204
8024,184877
8025,132097
8026,67277
8027,175848
8028,143039
8029,80117
8030,108708
8031,99223
8032,156443
8033,6077
8034,149720
8035,178619
8036,187918
8037,177195
8038,68175
8039,102972
8040,79642
8041,150047
8042,176423
8043,125790
8044,119742
8045,10723
8046,55856
8047,67823
8048,50898
8049,27784
8050,72873
8051,46469
8052,87294
8053,11038
8054,142027
8055,134222
8056,115023
8057,141344
8058,29701
8059,120718
8060,18141
8061,128494
8062,131719
8063,45441
8064,79669
8065,46242
8066,7480
8067,37457
8068,105775
8069,21978
8070,52065
8071,81748
8072,115885
8073,88463
8074,112441
8075,173844
8076,114857
8077,60134
8078,33202
8079,50126
8080,140875
8081,54569
8082,401
8083,40124
8084,122119
8085,183963
8086,33390
8087,133614
8088,95420
8089,23982
8090,21072
8091,16251
8092,3884
8093,49818
8094,86781
8095,57249
8096,31029
8097,164572
8098,70279
8099,60142
8100,143628
8101,188495
8102,53489
8103,139413
8104,22640
8105,131285
8106,166544
8107,119372
8108,64856
8109,140349
8110,12949
8111,62310
8112,25217
8113,143463
8114,25202
8115,135097
8116,24255
8117,55951
8118,117672
8119,162288
8120,136923
8121,125153
8122,11853
8123,136349
8124,186664
8125,182008
8126,74423
8127,167364
8128,136919
8129,39115
8130,106327
8131,178914
8132,89521
8133,154024
8134,30944
8135,158100
8136,115960
8137,119895
8138,118103
8139,76522
8140,14244
8141,181350
8142,141692
8143,50888
8144,175435
8145,156477
8146,186112
8147,41240
8148,145745
8149,129092
8150,137644
8151,153048
8152,118111
8153,1912
8154,67328
8155,164491
8156,144468
8157,37243
8158,81712
8159,171931
8160,166821
8161,23869
8162,56011
8163,155596
8164,136295
8165,173670
8166,70731
8167,109751
8168,32238
8169,181664
8170,106601
8171,176496
8172,118883
8173,115678
8174,102499
8175,121448
8176,61264
8177,75075
8178,159954
8179,24273
8180,159456
8181,187770
8182,40010
8183,16021
8184,60078
8185,91979
8186,122860
8187,84983
8188,37321
8189,159711
8190,19721
8191,178551
8192,30246
8193,82070
8194,65988
8195,115660
8196,82843
8197,66479
8198,80705
8199,23131
8200,122427
8201,79380
8202,143668
8203,72778
8204,51881
8205,109206
8206,141133
8207,144614
8208,37643
8209,77783
8210,97216
8211,152143
8212,9644
8213,129324
8214,18766
8215,133084
8216,95132
8217,128097
8218,66747
8219,55653
8220,171091
8221,22172
8222,66564
8223,57587
8224,84648
8225,76355
8226,141321
8227,138222
8228,93421
8229,129188
8230,121524
8231,176405
8232,158291
8233,60784
8234,76252
8235,182908
8236,104563
8237,131772
8238,114395
8239,153821
8240,87276
8241,5467
8242,5159
8243,115293
8244,38190
8245,43384
8246,39431
8247,27511
8248,17730
8249,40632
8250,125187
8251,65789
8252,153536
8253,181986
8254,171426
8255,71947
8256,36558
8257,183386
8258,147614
8259,30797
8260,124813
8261,169249
8262,129172
8263,38559
8264,61621
8265,123733
8266,102664
8267,17228
8268,45103
8269,87236
8270,52088
8271,71558
8272,24685
8273,180124
8274,77727
8275,117615
8276,144840
8277,34534
8278,99687
8279,123893
8280,151310
8281,90799
8282,102296
8283,56945
8284,84283
8285,137931
8286,172899
8287,178479
8288,37925
8289,103724
8290,63087
8291,26538
8292,43787
8293,123936
8294,102751
8295,37944
8296,184755
8297,131064
8298,176998
8299,29125
8300,75340
8301,146881
8302,112388
8303,137932
8304,162090
8305,12622
8306,62464
8307,67944
8308,121686
8309,28004
8310,50790
8311,75161
8312,10629
8313,188056
8314,147792
8315,143561
8316,142068
8317,167116
8318,108688
8319,88585
8320,131864
8321,43820
8322,29871
8323,5364
8324,171718
8325,150565
8326,152464
8327,177718
8328,169162
8329,168896
8330,178901
8331,179280
8332,103598
8333,55404
8334,87523
8335,185807
8336,145821
8337,130103
8338,182408
8339,63439
8340,142119
8341,29845
8342,64563
8343,55858
8344,102272
8345,171880
8346,95391
8347,83054
8348,83407
8349,104349
8350,32297
8351,56630
8352,39357
8353,34510
8354,58012
8355,151430
8356,179486
8357,116366
8358,31777
8359,113906
8360,182496
8361,54608
8362,20495
8363,82616
8364,24082
8365,162051
8366,61510
8367,88506
8368,137006
8369,78429
8370,154625
8371,2120
8372,150238
8373,6138
8374,67207
8375,4097
8376,102665
8377,92699
8378,166907
8379,26739
8380,19035
8381,79473
8382,41195
8383,153810
8384,117991
8385,100681
8386,71942
8387,126847
8388,11531
8389,58605
8390,129856
8391,155294
8392,111894
8393,183474
8394,141324
8395,143913
8396,97489
8397,24726
8398,38228
8399,177792
8400,178000
8401,184662
8402,111627
8403,100917
8404,15778
8405,179765
8406,124153
8407,163310
8408,16313
8409,114415
8410,153344
8411,100331
8412,74105
8413,99715
8414,124344
8415,46040
8416,39993
8417,89353
8418,11940
8419,182887
8420,94000
8421,94494
8422,151564
8423,87148
8424,42304
8425,147536
8426,120860
8427,125164
8428,132493
8429,107422
8430,10391
8431,172092
8432,179600
8433,160972
8434,135982
8435,185856
8436,71523
8437,107728
8438,59229
8439,124536
8440,175239
8441,73518
8442,105190
8443,10337
8444,111195
8445,31893
8446,112300
8447,33535
8448,98312
8449,36277
8450,61333
8451,50360
8452,103847
8453,57190
8454,165026
8455,165137
8456,167477
8457,60831
8458,3661
8459,154105
8460,133921
8461,3821
8462,7870
8463,178185
8464,170815
8465,76170
8466,48196
8467,104435
8468,14150
8469,148647
8470,82457
8471,88863
8472,72935
8473,75426
8474,134462
8475,183955
8476,27294
8477,160316
8478,176482
8479,161795
8480,42013
8481,96331
8482,81273
8483,123937
8484,118464
8485,19974
8486,39408
8487,133875
8488,171404
8489,91472
8490,20776
8491,171116
8492,65972
8493,4985
8494,110214
8495,146096
8496,34931
8497,74716
8498,175853
8499,8879
8500,110052
8501,117102
8502,139496
8503,154813
8504,101298
8505,19772
8506,94734
8507,13100
8508,86614
8509,164987
8510,77311
8511,122935
8512,185366
8513,7307
8514,154739
8515,68326
8516,76934
8517,131182
8518,50498
8519,168547
8520,111273
8521,29022
8522,119336
8523,132161
8524,75934
8525,17409
8526,96013
8527,144135
8528,95669
8529,144922
8530,18071
8531,12000
8532,126435
8533,14949
8534,29712
8535,106400
8536,134100
8537,26752
8538,168555
8539,151231
8540,10956
8541,26654
8542,106082
8543,120653
8544,132854
8545,78736
8546,153524
8547,15083
8548,49477
8549,50086
8550,41002
8551,87691
8552,151680
8553,32403
8554,180858
8555,105475
8556,30980
8557,173195
8558,68244
8559,44789
8560,169333
8561,33260
8562,11731
8563,165418
8564,43929
8565,8655
8566,26772
8567,74858
8568,127554
8569,139713
8570,58585
8571,145061
8572,48793
8573,99933
8574,140258
8575,44403
8576,68171
8577,1300
8578,51615
8579,102938
8580,177989
8581,93859
8582,155084
8583,163731
8584,33643
8585,90921
8586,6254
8587,93562
8588,108353
8589,132880
8590,5209
8591,11689
8592,178916
8593,24264
8594,161027
8595,164996
8596,57255
8597,146192
8598,83782
8599,80727
8600,35899
8601,179156
8602,177069
8603,160948
8604,54183
8605,76509
8606,75010
8607,159802
8608,88742
8609,63281
8610,163926
8611,43459
8612,48498
8613,116622
8614,116161
8615,116421
8616,109529
8617,176569
8618,46306
8619,5276
8620,169537
8621,140976
8622,137610
8623,130158
8624,139874
8625,184901
8626,11336
8627,178246
8628,183416
8629,137198
8630,2193
8631,76872
8632,75134
8633,114945
8634,67332
8635,3006
8636,138996
8637,100028
8638,71989
8639,115620
8640,592
8641,184639
8642,178881
8643,127561
8644,106662
8645,43914
8646,145323
8647,176112
8648,182710
8649,91735
8650,28927
8651,54051
8652,141830
8653,160619
8654,84746
8655,12345
8656,49024
8657,14873
8658,51359
8659,58522
8660,121881
8661,47984
8662,148370
8663,170696
8664,72343
8665,24736
8666,47675
8667,52277
8668,123273
8669,187510
8670,87848
8671,33402
8672,28035
8673,94096
8674,63721
8675,51579
8676,165742
8677,4152
8678,115030
8679,17247
8680,126021
8681,41780
8682,28136
8683,82538
8684,62845
8685,57147
8686,154244
8687,155263
8688,163371
8689,44899
8690,45250
8691,169615
8692,78440
8693,88894
8694,97197
8695,6444
8696,126538
8697,99148
8698,2594
8699,55929
8700,89714
8701,136348
8702,149499
8703,187658
8704,11625
8705,140235
8706,68906
8707,50331
8708,89290
8709,183901
8710,2731
8711,188419
8712,46033
8713,101752
8714,122622
8715,108284
8716,148675
8717,120172
8718,136503
8719,180330
8720,51500
8721,81593
8722,61027
8723,120643
8724,110426
8725,71623
8726,87320
8727,124340
8728,186285
8729,23688
8730,68522
8731,121316
8732,28826
8733,50534
8734,41581
8735,6807
8736,169906
8737,144564
8738,151507
8739,179221
8740,69470
8741,46596
8742,95557
8743,152924
8744,146294
8745,55429
8746,92064
8747,153555
8748,145637
8749,146825
8750,144806
8751,162707
8752,103527
8753,1520
8754,43268
8755,37393
8756,175083
8757,78892
8758,124469
8759,58412
8760,160377
8761,26673
8762,675
8763,169992
8764,25973
8765,6696
8766,92250
8767,82739
8768,4863
8769,47998
8770,165547
8771,153073
8772,185466
8773,132974
8774,115197
8775,52007
8776,34611
8777,85566
8778,24941
8779,106831
8780,25745
8781,148076
8782,182669
8783,154832
8784,50040
8785,32009
8786,14814
8787,102124
8788,58603
8789,44348
8790,32962
8791,92555
8792,166164
8793,131019
8794,89245
8795,19850
8796,146050
8797,135272
8798,6738
8799,28533
8800,42910
8801,138060
8802,115522
8803,125849
8804,67302
8805,22473
8806,154521
8807,184181
8808,99323
8809,68164
8810,99161
8811,97015
8812,94613
8813,102164
8814,117190
8815,168998
8816,692
8817,39336
8818,148739
8819,52886
8820,26675
8821,30715
8822,106264
8823,121408
8824,84406
8825,75877
8826,163896
8827,26481
8828,172022
8829,146278
8830,45917
8831,85777
8832,48019
8833,164654
8834,144431
8835,181063
8836,23473
8837,96921
8838,163765
8839,74685
8840,137990
8841,75237
8842,5871
8843,19667
8844,133511
8845,112785
8846,67617
8847,63352
8848,175005
8849,147517
8850,161074
8851,172416
8852,33334
8853,27354
8854,152462
8855,95892
8856,39000
8857,122553
8858,151275
8859,80923
8860,9922
8861,10453
8862,181888
8863,30390
8864,71471
8865,99734
8866,36460
8867,5698
8868,133102
8869,159501
8870,141320
8871,147106
8872,140910
8873,87048
8874,152523
8875,109483
8876,70624
8877,42460
8878,10133
8879,26935
8880,38014
8881,38208
8882,94669
8883,141715
8884,165160
8885,40854
8886,148740
8887,69865
8888,119214
8889,99650
8890,82405
8891,54794
8892,136541
8893,14463
8894,94878
8895,124038
8896,142075
8897,51953
8898,9839
8899,48936
8900,130008
8901,70906
8902,110478
8903,126338
8904,123651
8905,98306
8906,126953
8907,39090
8908,88107
8909,70456
8910,134237
8911,107080
8912,31328
8913,99404
8914,64698
8915,53707
8916,26526
8917,39539
8918,175166
8919,161919
8920,71230
8921,114454
8922,165353
8923,125709
8924,30396
8925,18624
8926,149520
8927,39904
8928,160114
8929,117603
8930,66981
8931,139687
8932,140316
8933,11597
8934,35371
8935,139492
8936,94466
8937,133105
8938,45723
8939,86745
8940,73507
8941,154120
8942,43932
8943,182467
8944,159121
8945,9070
8946,185741
8947,99335
8948,11900
8949,70985
8950,93937
8951,6024
8952,84398
8953,174311
8954,121779
8955,167731
8956,187440
8957,166161
8958,114523
8959,146975
8960,178900
8961,140001
8962,79798
8963,6012
8964,50510
8965,178724
8966,176539
8967,54284
8968,109266
8969,60291
8970,77869
8971,41479
8972,135422
8973,8375
8974,91193
8975,21511
8976,78096
8977,96334
8978,39133
8979,162289
8980,181498
8981,121996
8982,103868
8983,96201
8984,145221
8985,133831
8986,86505
8987,181495
8988,46277
8989,11953
8990,137009
8991,20850
8992,45765
8993,168355
8994,140227
8995,71610
8996,33141
8997,154205
8998,174673
8999,34881
9000,66622
9001,94977
9002,14256
9003,67960
9004,154715
9005,138031
9006,61595
9007,105394
9008,7234
9009,99098
9010,188045
9011,61987
9012,176981
9013,106125
9014,183400
9015,28222
9016,146472
9017,53689
9018,3200
9019,172699
9020,33074
9021,7162
9022,31444
9023,96407
9024,158491
9025,187713
9026,147391
9027,178833
9028,56253
9029,66437
9030,10709
9031,178804
9032,98835
9033,10123
9034,40810
9035,85343
9036,85838
9037,22866
9038,116668
9039,126232
9040,153170
9041,188022
9042,51483
9043,28592
9044,117847
9045,95648
9046,75379
9047,151609
9048,154871
9049,148409
9050,141838
9051,111805
9052,24585
9053,126963
9054,36115
9055,119625
9056,165681
9057,184616
9058,19528
9059,45190
9060,125908
9061,181741
9062,56303
9063,102203
9064,58276
9065,94735
9066,52405
9067,119367
9068,83477
9069,132358
9070,78606
9071,49872
9072,70518
9073,170763
9074,12337
9075,115462
9076,123582
9077,94259
9078,58317
9079,108597
9080,66532
9081,68590
9082,71190
9083,152562
9084,36472
9085,100259
9086,66744
9087,172811
9088,48790
9089,100041
9090,94040
9091,142442
9092,51604
9093,36934
9094,172921
9095,77408
9096,135497
9097,127464
9098,177897
9099,134957
9100,181088
9101,185029
9102,103001
9103,45601
9104,49096
9105,99172
9106,41750
9107,87990
9108,156783
9109,82821
9110,58222
9111,174742
9112,135680
9113,185126
9114,22733
9115,27975
9116,36727
9117,74403
9118,17096
9119,88715
9120,145130
9121,57252
9122,129588
9123,130785
9124,102951
9125,128961
9126,152077
9127,76631
9128,31428
9129,51840
9130,164757
9131,46673
9132,186189
9133,96765
9134,174248
9135,142503
9136,141332
9137,128134
9138,58311
9139,67677
9140,62919
9141,30857
9142,114112
9143,176378
9144,154508
9145,130219
9146,106030
9147,133213
9148,157618
9149,143
9150,94397
9151,122807
9152,3910
9153,26745
9154,167039
9155,118754
9156,63752
9157,123531
9158,147734
9159,33063
9160,161248
9161,141862
9162,151075
9163,68872
9164,74914
9165,124884
9166,181180
9167,112988
9168,147268
9169,113739
9170,102893
9171,81532
9172,46009
9173,42431
9174,144933
9175,73322
9176,186484
9177,835
9178,141568
9179,16550
9180,28220
9181,164498
9182,74838
9183,115084
9184,113356
9185,128300
9186,131768
9187,114059
9188,153300
9189,114925
9190,95292
9191,3947
9192,166344
9193,107914
9194,72576
9195,65667
9196,9980
9197,72145
9198,106976
9199,106918
9200,127356
9201,35179
9202,158681
9203,11471
9204,137442
9205,147981
9206,42517
9207,177922
9208,157411
9209,43186
9210,187270
9211,135811
9212,134785
9213,113886
9214,187347
9215,170578
9216,152865
9217,27720
9218,60892
9219,46816
9220,66724
9221,80378
9222,145067
9223,66950
9224,57455
9225,112244
9226,153221
9227,153240
9228,137316
9229,120044
9230,87739
9231,65487
9232,183523
9233,83233
9234,56549
9235,52807
9236,147022
9237,151763
9238,36284
9239,40184
9240,32760
9241,37071
9242,133138
9243,21175
9244,32118
9245,11115
9246,131637
9247,74609
9248,77164
9249,39637
9250,130074
9251,26921
9252,61413
9253,145219
9254,179541
9255,28258
9256,76535
9257,61931
9258,79401
9259,22635
9260,58921
9261,176037
9262,128858
9263,57109
9264,136268
9265,114508
9266,178269
9267,126735
9268,150780
9269,143189
9270,93743
9271,127599
9272,25666
9273,30672
9274,40607
9275,10670
9276,44047
9277,181099
9278,104814
9279,23240
9280,30893
9281,92057
9282,91482
9283,107594
9284,112946
9285,162869
9286,5497
9287,6281
9288,3056
9289,88736
9290,157434
9291,163632
9292,104324
9293,108225
9294,149070
9295,112794
9296,32895
9297,15309
9298,84026
9299,74791
9300,164135
9301,76846
9302,5731
9303,180732
9304,21966
9305,167347
9306,65503
9307,37176
9308,72616
9309,47832
9310,47104
9311,63517
9312,74633
9313,134555
9314,110771
9315,51125
9316,183659
9317,183168
9318,9944
9319,83427
9320,66928
9321,28246
9322,64850
9323,55437
9324,1576
9325,167669
9326,177234
9327,148927
9328,136449
9329,165604
9330,156826
9331,8327
9332,139064
9333,13445
9334,177281
9335,159849
9336,122774
9337,124128
9338,139770
9339,180225
9340,30277
9341,132188
9342,24766
9343,163330
9344,74246
9345,161905
9346,33351
9347,8741
9348,173586
9349,179086
9350,87451
9351,169883
9352,150212
9353,165639
9354,181639
9355,184488
9356,154374
9357,90195
9358,47070
9359,3480
9360,61708
9361,137697
9362,131865
9363,58954
9364,97340
9365,176185
9366,59740
9367,14765
9368,103095
9369,44147
9370,70316
9371,5501
9372,69603
9373,54460
9374,3581
9375,163026
9376,45657
9377,95762
9378,18667
9379,40169
9380,26445
9381,116753
9382,53650
9383,68920
9384,66223
9385,10305
9386,87613
9387,131298
9388,139380
9389,17320
9390,66631
9391,15930
9392,57585
9393,173228
9394,107246
9395,40966
9396,108544
9397,175564
9398,11675
9399,75681
9400,26367
9401,155145
9402,77131
9403,26607
9404,160771
9405,24394
9406,45578
9407,80107
9408,150904
9409,148797
9410,2043
9411,18808
9412,130874
9413,138729
9414,122290
9415,123241
9416,43595
9417,135352
9418,143339
9419,103859
9420,45168
9421,67461
9422,38491
9423,28317
9424,52832
9425,118976
9426,47039
9427,4716
9428,47347
9429,3309
9430,108264
9431,101927
9432,43696
9433,15372
9434,80155
9435,16972
9436,92304
9437,165616
9438,149979
9439,148894
9440,115955
9441,143026
9442,54448
9443,36829
9444,136772
9445,36692
9446,105204
9447,58704
9448,108692
9449,58415
9450,17657
9451,141563
9452,124779
9453,137317
9454,168168
9455,85371
9456,126509
9457,116075
9458,33431
9459,133804
9460,166393
9461,58005
9462,116208
9463,185889
9464,41636
9465,90176
9466,69111
9467,32346
9468,82221
9469,165578
9470,36826
9471,136750
9472,178989
9473,29707
9474,44368
9475,39212
9476,26050
9477,182573
9478,138433
9479,66886
9480,96756
9481,57936
9482,152043
9483,101405
9484,93885
9485,25471
9486,174965
9487,187410
9488,153122
9489,22876
9490,66086
9491,121500
9492,168135
9493,140563
9494,108781
9495,23018
9496,90626
9497,18528
9498,73897
9499,161111
9500,158431
9501,158926
9502,109543
9503,25902
9504,60555
9505,23209
9506,86490
9507,17097
9508,88084
9509,60034
9510,7771
9511,32306
9512,61431
9513,42676
9514,139778
9515,118373
9516,47940
9517,116975
9518,48560
9519,113816
9520,85873
9521,9879
9522,85317
9523,124127
9524,116096
9525,177415
9526,82669
9527,76862
9528,18088
9529,136020
9530,55693
9531,78885
9532,60185
9533,168508
9534,83908
9535,139031
9536,114087
9537,176181
9538,171885
9539,46349
9540,89226
9541,62322
9542,123369
9543,160475
9544,80488
9545,104028
9546,151213
9547,118159
9548,159894
9549,142838
9550,90518
9551,146674
9552,21954
9553,158668
9554,84172
9555,7372
9556,140734
9557,25781
9558,135314
9559,116770
9560,53801
9561,29101
9562,69017
9563,54052
9564,85172
9565,28992
9566,113849
9567,908
9568,85502
9569,85094
9570,90007
9571,111089
9572,48088
9573,110838
9574,134015
9575,16312
9576,89625
9577,185554
9578,79288
9579,47954
9580,100225
9581,149224
9582,133286
9583,134830
9584,121661
9585,87385
9586,38997
9587,83749
9588,108207
9589,7357
9590,98814
9591,33037
9592,165867
9593,70068
9594,11324
9595,115603
9596,76743
9597,135441
9598,145566
9599,12328
9600,2155
9601,127905
9602,105825
9603,49691
9604,54918
9605,52094
9606,4397
9607,31828
9608,7279
9609,141150
9610,183375
9611,158911
9612,159430
9613,139273
9614,60086
9615,40878
9616,54607
9617,94248
9618,97436
9619,42774
9620,142479
9621,18999
9622,139436
9623,63353
9624,71856
9625,23698
9626,85495
9627,45912
9628,60319
9629,186263
9630,105812
9631,38297
9632,43597
9633,162136
9634,132848
9635,87858
9636,55262
9637,129619
9638,56420
9639,187362
9640,129585
9641,65630
9642,16904
9643,125483
9644,104620
9645,166929
9646,106402
9647,126133
9648,82828
9649,162444
9650,184385
9651,32011
9652,12202
9653,141323
9654,129708
9655,136372
9656,151449
9657,140320
9658,113160
9659,85506
9660,120345
9661,57726
9662,28573
9663,23494
9664,156835
9665,85010
9666,105564
9667,21574
9668,3047
9669,74772
9670,25259
9671,110804
9672,59966
9673,128002
9674,39432
9675,64583
9676,151103
9677,16721
9678,118366
9679,178579
9680,102517
9681,170585
9682,15885
9683,21631
9684,163759
9685,80566
9686,30645
9687,50896
9688,166373
9689,118398
9690,105445
9691,124486
9692,163103
9693,5521
9694,127781
9695,99716
9696,5873
9697,167266
9698,69559
9699,156165
9700,148920
9701,135135
9702,26300
9703,43212
9704,58523
9705,74816
9706,122201
9707,139419
9708,166282
9709,172218
9710,128952
9711,156057
9712,15708
9713,48868
9714,49910
9715,76758
9716,163068
9717,57718
9718,148041
9719,72205
9720,97549
9721,44797
9722,124054
9723,17349
9724,171616
9725,134615
9726,130902
9727,13805
9728,21454
9729,88904
9730,75269
9731,157461
9732,164817
9733,181684
9734,131021
9735,188218
9736,98064
9737,180120
9738,142513
9739,4400
9740,89770
9741,160265
9742,126527
9743,54025
9744,68732
9745,99159
9746,187792
9747,185589
9748,50496
9749,35161
9750,9334
9751,83270
9752,92588
9753,42876
9754,59384
9755,41647
9756,124991
9757,90544
9758,131335
9759,33887
9760,141338
9761,161828
9762,30587
9763,182806
9764,57615
9765,126926
9766,78150
9767,79298
9768,129660
9769,119050
9770,79249
9771,140533
9772,3573
9773,124883
9774,63541
9775,126919
9776,79576
9777,50593
9778,42141
9779,66230
9780,11402
9781,154148
9782,126879
9783,38641
9784,111408
9785,169223
9786,6514
9787,188061
9788,82056
9789,136255
9790,119094
9791,8160
9792,135021
9793,71909
9794,27950
9795,33139
9796,39316
9797,57804
9798,75481
9799,135754
9800,81349
9801,42266
9802,82735
9803,36837
9804,50178
9805,129926
9806,185684
9807,119996
9808,47341
9809,138915
9810,91514
9811,49032
9812,93633
9813,59024
9814,27560
9815,113180
9816,129947
9817,56360
9818,143489
9819,161540
9820,110349
9821,122118
9822,72959
9823,46103
9824,74766
9825,104579
9826,134423
9827,110933
9828,131138
9829,48496
9830,175762
9831,29604
9832,71270
9833,1371
9834,149261
9835,104294
9836,49729
9837,64469
9838,53794
9839,123828
9840,146972
9841,75050
9842,184928
9843,127455
9844,58300
9845,14199
9846,141231
9847,15013
9848,179432
9849,100236
9850,10366
9851,182203
9852,49454
9853,94209
9854,4146
9855,9471
9856,178908
9857,95652
9858,78878
9859,145289
9860,122869
9861,143474
9862,64355
9863,40577
9864,88423
9865,73557
9866,8131
9867,94538
9868,143794
9869,143952
9870,60070
9871,140954
9872,184537
9873,15565
9874,59705
9875,141185
9876,112249
9877,163559
9878,112842
9879,156988
9880,142811
9881,105921
9882,31542
9883,101831
9884,25522
9885,22135
9886,95493
9887,155631
9888,40272
9889,117728
9890,80951
9891,4489
9892,49332
9893,87359
9894,89060
9895,148893
9896,47148
9897,38303
9898,123617
9899,73386
9900,171340
9901,79061
9902,142285
9903,81179
9904,164109
9905,32393
9906,86029
9907,181929
9908,8651
9909,156546
9910,72113
9911,40123
9912,63866
9913,181852
9914,111528
9915,141932
9916,89739
9917,22586
9918,22888
9919,133613
9920,71991
9921,73973
9922,42614
9923,14333
9924,69157
9925,60743
9926,175010
9927,101406
9928,183961
9929,159900
9930,38110
9931,32795
9932,81481
9933,61773
9934,104144
9935,97320
9936,86681
9937,168229
9938,57713
9939,113623
9940,96069
9941,4928
9942,160727
9943,78390
9944,91997
9945,60741
9946,181182
9947,73500
9948,105191
9949,124754
9950,35439
9951,157999
9952,152044
9953,115844
9954,138743
9955,58872
9956,108050
9957,7825
9958,151398
9959,146031
9960,57912
9961,81611
9962,3068
9963,40471
9964,88367
9965,117382
9966,181960
9967,109640
9968,139454
9969,72369
9970,76331
9971,130018
9972,153651
9973,162160
9974,114875
9975,186438
9976,58107
9977,169384
9978,74069
9979,110939
9980,86783
9981,135165
9982,108409
9983,90673
9984,187141
9985,123791
9986,112925
9987,115394
9988,43243
9989,114317
9990,84934
9991,161274
9992,67191
9993,161036
9994,33255
9995,134511
9996,75407
9997,65061
9998,66244
9999,83612
10000,26159
10001,57472
10002,76589
10003,179987
10004,94573
10005,78555
10006,123666
10007,32862
10008,61880
10009,131575
10010,60534
10011,52518
10012,42896
10013,168087
10014,164809
10015,57732
10016,98510
10017,64672
10018,25371
10019,185022
10020,187291
10021,61214
10022,19640
10023,160128
10024,126367
10025,117044
10026,27384
10027,123499
10028,82454
10029,5448
10030,14133
10031,91695
10032,181126
10033,40775
10034,24557
10035,164826
10036,18193
10037,53044
10038,39962
10039,25682
10040,89345
10041,178957
10042,160290
10043,87967
10044,171331
10045,92367
10046,42670
10047,68447
10048,111235
10049,142970
10050,21652
10051,58460
10052,26550
10053,31708
10054,27047
10055,186099
10056,59543
10057,10533
10058,147922
10059,102114
10060,160501
10061,152987
10062,155862
10063,126272
10064,30744
10065,110815
10066,78640
10067,38627
10068,52274
10069,121111
10070,183918
10071,48162
10072,179695
10073,152572
10074,84206
10075,62444
10076,100945
10077,176472
10078,116634
10079,145764
10080,120251
10081,50610
10082,125213
10083,126673
10084,159019
10085,140470
10086,144470
10087,98895
10088,105132
10089,30195
10090,69820
10091,39858
10092,80053
10093,70769
10094,115683
10095,143686
10096,175630
10097,172821
10098,177265
10099,10208
10100,83471
10101,42363
10102,107334
10103,170423
10104,169911
10105,25119
10106,9379
10107,121688
10108,130173
10109,166211
10110,105553
10111,102411
10112,44172
10113,135725
10114,29548
10115,20149
10116,152782
10117,161402
10118,571
10119,174093
10120,80591
10121,98445
10122,171685
10123,119449
10124,172727
10125,24219
10126,90339
10127,155104
10128,148158
10129,22193
10130,76325
10131,127184
10132,39593
10133,7984
10134,95694
10135,95906
10136,15543
10137,54192
10138,138690
10139,116091
10140,118738
10141,92869
10142,84207
10143,102915
10144,19169
10145,143237
10146,85958
10147,89216
10148,174470
10149,24723
10150,167125
10151,160519
10152,787
10153,100707
10154,110753
10155,53451
10156,14281
10157,99958
10158,34653
10159,7241
10160,7965
10161,74693
10162,169477
10163,98428
10164,19
10165,61099
10166,39185
10167,91063
10168,133961
10169,26446
10170,135449
10171,72633
10172,90908
10173,47141
10174,38911
10175,42438
10176,69968
10177,18249
10178,3453
10179,18885
10180,35039
10181,130841
10182,169845
10183,100827
10184,173657
10185,44805
10186,110266
10187,60929
10188,56942
10189,53705
10190,107038
10191,7888
10192,112083
10193,106955
10194,12801
10195,108914
10196,162767
10197,26489
10198,170682
10199,50979
10200,108809
10201,113140
10202,123743
10203,47345
10204,169504
10205,100196
10206,80249
10207,15249
10208,118512
10209,35123
10210,10795
10211,88953
10212,55792
10213,26605
10214,150853
10215,9143
10216,85851
10217,18727
10218,104087
10219,89828
10220,88478
10221,64413
10222,62366
10223,142541
10224,171560
10225,172815
10226,61605
10227,45181
10228,22316
10229,3081
10230,119231
10231,11437
10232,147630
10233,87533
10234,171751
10235,131952
10236,146718
10237,121870
10238,85911
10239,4688
10240,129595
10241,174776
10242,124236
10243,49188
10244,38230
10245,83325
10246,2387
10247,168137
10248,170205
10249,147948
10250,163042
10251,181147
10252,167678
